ID_compound,SMILES,Common name,Biological Activity,Pathogen,Category,IC50 (µM),Experiment Type,IC50(µg/ml),CC50,Ki,EC50_invitro,EC50 viral,% Inhibition,Tested at [C],Weight,Origin,Formula,Family,Sub family,Nature,Reference,ID_ref,PUBCHEM_CID
4465,CC1=C(C(=NO1)C)S(=O)(=O)NCCCN2CCN(CC2)CC3=CC=CC=C3,,Inactive,Leishmania,,,,,,,,,-10.5355,1 µM,392.525,,C19H28N4O3S,,,,AID1258,3236781,3236781
4466,C1=CC=C(C(=C1)N)NC2=CC=C(C=C2)N,,Inactive,Leishmania,,,,,,,,,-0.211948,1 µM,199.257,,C12H13N3,,,,AID1258,774866,774866
4467,CC1(N(C2=CC=CC3=C2C(=CC=C3)N1C)C)C,,Inactive,Leishmania,,,,,,,,,-16.2231,1 µM,226.323,,C15H18N2,,,,AID1258,144053,144053
4468,C1CC(CCC1CNC2=NC(=S)NC3=CC=CC=C32)C(=O)N4CCN(CC4)C5=CC=CC=N5,,Inactive,Leishmania,,,,,,,,,38.5352,1 µM,462.623,,C25H30N6OS,,,,AID1258,3237393,3237393
4469,CCN1CCC(=CC1)C2=CNC3=CC=CC=C32,,Inactive,Leishmania,,,,,,,,,-4.97245,1 µM,226.323,,C15H18N2,,,,AID1258,51703,51703
4470,CC1=CC=C(O1)CNC(=O)C2=CN(C(=O)C3=C2C4=CC=CC=C4N3C)C5CCCCC5,,Inactive,Leishmania,,,,,,,,,-20.3572,1 µM,417.509,,C25H27N3O3,,,,AID1258,3237751,3237751
4471,C1CC2C(=O)N(C(N2C1)C3=CN=CC=C3)C4=CC(=C(C=C4)Cl)Cl,,Inactive,Leishmania,,,,,,,,,7.83659,1 µM,348.233,,C17H15Cl2N3O,,,,AID1258,3237770,3237770
4472,C=CCOC1=NC(=NC(=N1)N2CCCC2)N3CCCC3,,Inactive,Leishmania,,,,,,,,,-9.23206,1 µM,275.356,,C14H21N5O,,,,AID1258,3238055,3238055
4473,C1CN(CCN1C2=CC=CC=C2)C(=O)C3=CC=C(C=C3)CN4C(=O)C5=CC=CC=C5NC4=O,,Inactive,Leishmania,,,,,,,,,14.0952,1 µM,440.503,,C26H24N4O3,,,,AID1258,3238372,3238372
4474,CC(C)OC(=O)C1=CC=CC(=N1)C(=O)OCC2=CC=CO2,,Inactive,Leishmania,,,,,,,,,9.02031,1 µM,289.287,,C15H15NO5,,,,AID1258,3238621,3238621
4475,CC(C)(C)N(CC1=CC=C(O1)C(=O)OC)CC2=CC=C(O2)C(=O)OC.Cl,,Inactive,Leishmania,,,,,,,,,-11.7103,1 µM,385.844,,C18H24ClNO6,,,,AID1258,2947006,2947006
4476,C1CNCC=C1C2=CNC3=CC=CC=C32,,Inactive,Leishmania,,,,,,,,,46.7713,1 µM,198.269,,C13H14N2,,,,AID1258,2761023,2761023
4477,CCOC(=O)N1CCN(CC1)C(=O)C2=CC3=C(C=C2)N4C=C(N=C4S3)C5=CC=CC=C5,,Inactive,Leishmania,,,,,,,,,1.81861,1 µM,434.521,,C23H22N4O3S,,,,AID1258,3238898,3238898
4478,CC1=C(C(=CC=C1)NC(=O)C2=C(N(N=N2)CC3=CC=CC=C3C)N)C,,Inactive,Leishmania,,,,,,,,,-14.5896,1 µM,335.411,,C19H21N5O,,,,AID1258,3239048,3239048
4479,CC1=CC=C(O1)CCC(C2=CC=C(C=C2)OC)N.Cl,,Inactive,Leishmania,,,,,,,,,-14.9538,1 µM,281.783,,C15H20ClNO2,,,,AID1258,6602911,6602911
4480,CC1=CC(=C(C=C1)OC2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)C(=O)N)N4N=C5C=CC=CC5=N4,,Inactive,Leishmania,,,,,,,,,-7.96989,1 µM,493.545,,C24H23N5O5S,,,,AID1258,1275933,1275933
4481,C1=CC=C(C=C1)NC2=NC3=C(C(=O)S2)SC=C3,,Inactive,Leishmania,,,,,,,,,-16.442,1 µM,260.343,,C12H8N2OS2,,,,AID1258,3239546,3239546
4482,C1CN2CC(C1C=C2)C3=CC=CC=C3.Cl,,Inactive,Leishmania,,,,,,,,,-11.8863,1 µM,221.731,,C13H16ClN,,,,AID1258,6603535,6603535
4483,C1=CN=CC=C1C2=NN=C3N2C4=C(S3)C=C(C(=C4)C#N)C#N,,Inactive,Leishmania,,,,,,,,,16.5558,1 µM,302.322,,C15H6N6S,,,,AID1258,709746,709746
4484,COC1=CC=C(C=C1)C2C(=O)N(CC(=O)N2CC3=CC4=C(C=C3)OCO4)C5CCCCC5,,Inactive,Leishmania,,,,,,,,,-14.4073,1 µM,436.508,,C25H28N2O5,,,,AID1258,3239999,3239999
4485,COC1=C2C=C(C(=O)NC2=C(C=C1)OC)CCNC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCCC4,,Inactive,Leishmania,,,,,,,,,-8.57366,1 µM,485.562,,C24H27N3O6S,,,,AID1258,3240997,3240997
4486,CCOC1=CC=C(C=C1)C(=O)NC2=C3CS(=O)CC3=NN2C4=CC(=CC=C4)Cl,,Inactive,Leishmania,,,,,,,,,11.3643,1 µM,415.902,,C20H18ClN3O3S,,,,AID1258,2160377,2160377
4487,CCN(C1=CC=C(C=C1)OCC)S(=O)(=O)C2=CC3=C(C=C2)N(C(=O)O3)C,,Inactive,Leishmania,,,,,,,,,-11.9608,1 µM,376.434,,C18H20N2O5S,,,,AID1258,3241213,3241213
4488,CCN(CC)C1(C(=O)NC2=C(S1)C=C(C=C2)C)C(=O)OCC,,Inactive,Leishmania,,,,,,,,,-1.07461,1 µM,322.43,,C16H22N2O3S,,,,AID1258,619280,619280
4489,C#CCSC1=C(C(=NS1)SCC#C)C#N,,Inactive,Leishmania,,,,,,,,,-14.123,1 µM,250.373,,C10H6N2S3,,,,AID1258,2803060,2803060
4490,C1=CC=C2C(=C1)N=C(O2)C3=CC4=C(C=C3)N=C(N4)C5=CC=C(C=C5)N,,Inactive,Leishmania,,,,,,,,,-26.9526,1 µM,326.359,,C20H14N4O,,,,AID1258,687466,687466
4491,CC12CC(C3=CC=CC=C3O1)NC(=O)N2C4=CC=C(C=C4)C(=O)N5CCN(CC5)C6=CC(=CC=C6)OC,,Inactive,Leishmania,,,,,,,,,-10.2532,1 µM,498.583,,C29H30N4O4,,,,AID1258,3243317,3243317
4492,C1CCN(C1)C(=O)C2=C(N(C(=S)S2)C3=CC=CC=C3C#N)N,,Inactive,Leishmania,,,,,,,,,-0.235963,1 µM,330.438,,C15H14N4OS2,,,,AID1258,3243329,3243329
4493,CCCOC1=C(C=C(C=C1)N)N.Cl,,Inactive,Leishmania,,,,,,,,,-14.1274,1 µM,202.685,,C9H15ClN2O,,,,AID1258,6603402,6603402
4494,CC1=CC=CC=C1NC2=CC3=CC=CC=C3C(=O)N2,,Inactive,Leishmania,,,,,,,,,-9.52879,1 µM,250.301,,C16H14N2O,,,,AID1258,2142222,2142222
4495,CCOC1=C(C=CC(=C1)C2C3=CC=CN3C4=CC=CC=C4CN2)O.Cl,,Inactive,Leishmania,,,,,,,,,-17.8755,1 µM,356.853,,C20H21ClN2O2,,,,AID1258,6602849,6602849
4496,CCN1C(=CC2=C1C=C(S2)Cl)C(=O)NCC3=CN=CC=C3,,Inactive,Leishmania,,,,,,,,,2.03709,1 µM,319.817,,C15H14ClN3OS,,,,AID1258,3244102,3244102
4497,COC1=C(C=C(C=C1)C2=CC(=NC(=N2)S(=O)(=O)C)C(F)(F)F)OC,,Inactive,Leishmania,,,,,,,,,36.4142,1 µM,362.329,,C14H13F3N2O4S,,,,AID1258,3244140,3244140
4498,CC1=C(C=C(C=C1)N(C2CS(=O)(=O)C=C2)C(=O)C3CCCC3)C,,Inactive,Leishmania,,,,,,,,,-8.8935,1 µM,333.453,,C18H23NO3S,,,,AID1258,3244561,3244561
4499,CCOC(=O)C1=C(SC2=C1CCN(C2)C)NC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4,,Inactive,Leishmania,,,,,,,,,-15.7249,1 µM,493.607,,C22H27N3O6S2,,,,AID1258,3244654,3244654
4500,COC(=O)C1=C(N(C2=C(C1C3=CC4=C(C=C3)OCO4)C(=O)CCC2)C5=CC=C(C=C5)F)N,,Inactive,Leishmania,,,,,,,,,14.5492,1 µM,436.439,,C24H21FN2O5,,,,AID1258,3244690,3244690
4501,CC1=NOC(=C1S(=O)(=O)N2CCC(CC2)C(=O)NCC3=CC=CO3)/C=C/C4=CC=CO4,,Inactive,Leishmania,,,,,,,,,-14.7784,1 µM,445.497,,C21H23N3O6S,,,,AID1258,5771493,5771493
4502,CC1=CC=C(C=C1)C2=CC(=NC(=N2)NCC3=CN=CC=C3)C(F)F,,Inactive,Leishmania,,,,,,,,,2.76815,1 µM,326.35,,C18H16F2N4,,,,AID1258,3245232,3245232
4503,CC1=NN(C(=C1S(=O)(=O)C2=CC=CC=C2)OC(=O)C3CCCC3)C(C)(C)C,,Inactive,Leishmania,,,,,,,,,-0.201118,1 µM,390.505,,C20H26N2O4S,,,,AID1258,3245360,3245360
4504,CN1C(=CC2=C1N=C3C=CC=CN3C2=O)C(=O)N4CCC5=CC=CC=C5C4,,Inactive,Leishmania,,,,,,,,,-9.39162,1 µM,358.401,,C21H18N4O2,,,,AID1258,3245891,3245891
4505,CCC1=C(SC(=C1C(=O)N2CCCCC2)NC(=O)C3=CC=CO3)C,,Inactive,Leishmania,,,,,,,,,-4.59902,1 µM,346.452,,C18H22N2O3S,,,,AID1258,1246537,1246537
4506,COC(=O)C1=CC=C(C=C1)CSC2=NN=NN2CC3=CC=CC=C3,,Inactive,Leishmania,,,,,,,,,-15.4836,1 µM,340.408,,C17H16N4O2S,,,,AID1258,847932,847932
4507,CCOC(=O)C1=CC=C(C=C1)N2C(=C(CC2=O)C(=O)OC)C,,Inactive,Leishmania,,,,,,,,,-7.1115,1 µM,303.314,,C16H17NO5,,,,AID1258,745113,745113
4508,C1COCCN1C(=O)C2=CN(N=C2C3=CC=C(S3)Cl)C4=CC=CC=C4,,Inactive,Leishmania,,,,,,,,,-14.4404,1 µM,373.865,,C18H16ClN3O2S,,,,AID1258,1288518,1288518
4509,CC1=NC2=C(N1)C=C(C=C2)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,,Inactive,Leishmania,,,,,,,,,21.5221,1 µM,350.184,,C12H7F9N2,,,,AID1258,2277404,2277404
4510,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)OCC3=CC=C(C=C3)F,,Inactive,Leishmania,,,,,,,,,-1.78828,1 µM,340.354,,C19H17FN2O3,,,,AID1258,974021,974021
4511,CC1=C(C2=CC=CC=C2C(=C1)O)OC(=O)C,,Inactive,Leishmania,,,,,,,,,2.01573,1 µM,216.236,,C13H12O3,,,,AID1258,313134,313134
4512,CCOC(=O)N1CCN(CC1)C2=C(C=C3C(=C2Br)NC(=S)N3)F,,Inactive,Leishmania,,,,,,,,,-14.4269,1 µM,403.277,,C14H16BrFN4O2S,,,,AID1258,2958618,2958618
4513,C1=CC=C(C=C1)C2=NC3=CC=C4C(=NON4O)C3=C2,,Inactive,Leishmania,,,,,,,,,-22.2523,1 µM,251.245,,C14H9N3O2,,,,AID1258,690911,690911
4514,C1COCCN1CC2=CC=C(C=C2)NC(=O)C3=CC=CS3,,Inactive,Leishmania,,,,,,,,,-10.5918,1 µM,302.399,,C16H18N2O2S,,,,AID1258,891718,891718
4515,CC1=C(C=C(C=C1)C(=O)NCC2=CC=CO2)S(=O)(=O)NC3=CC=CC=C3C,,Inactive,Leishmania,,,,,,,,,-10.9294,1 µM,384.457,,C20H20N2O4S,,,,AID1258,1251601,1251601
4516,CC(=O)NC1=CC(=CC=C1)OC2=C(C=C(C(=C2)C#N)C#N)N3CCCCCC3,,Inactive,Leishmania,,,,,,,,,0.26669,1 µM,374.444,,C22H22N4O2,,,,AID1258,1288179,1288179
4517,C1CCC(CC1)OCCN2CCN(CC2)CCOC3CCCCC3,,Inactive,Leishmania,,,,,,,,,45.9546,1 µM,338.536,,C20H38N2O2,,,,AID1258,2973742,2973742
4518,CC1=CC(=C2C(=C1)OC=C2CC(=O)N(CCC#N)CC3=CN=CC=C3)C,,Inactive,Leishmania,,,,,,,,,9.05163,1 µM,347.418,,C21H21N3O2,,,,AID1258,2223365,2223365
4519,COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)NCC4=CC=CC=N4,,Inactive,Leishmania,,,,,,,,,-16.0435,1 µM,304.349,,C19H16N2O2,,,,AID1258,2877970,2877970
4520,CCOC(=O)C1=CC=CC=C1NC(=O)C2=CC=CC=C2N(C)S(=O)(=O)C,,Inactive,Leishmania,,,,,,,,,-3.16925,1 µM,376.434,,C18H20N2O5S,,,,AID1258,1306251,1306251
4521,C1=CC=C(C(=C1)CON2C3=CC=CC=C3N=N2)CON4C5=CC=CC=C5N=N4,,Inactive,Leishmania,,,,,,,,,-9.16029,1 µM,372.388,,C20H16N6O2,,,,AID1258,1241177,1241177
4522,C1=CC=C2C(=C1)C=CC=C2C3=CC(=O)NN3,,Inactive,Leishmania,,,,,,,,,-10.5482,1 µM,210.236,,C13H10N2O,,,,AID1258,610864,610864
4523,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)CSC3=NC4=CC=CC=C4N3,,Inactive,Leishmania,,,,,,,,,-2.95412,1 µM,370.453,,C19H19FN4OS,,,,AID1258,1307368,1307368
4524,CC1=C(C=C(C=C1)OC(C)C2=NN=C(S2)N)Cl,,Inactive,Leishmania,,,,,,,,,-7.28474,1 µM,269.757,,C11H12ClN3OS,,,,AID1258,2964820,2964820
4525,CCOC(=O)C1=C(SC(=C1C)C(=O)OCC)NC(=O)CN2CCCC2,,Inactive,Leishmania,,,,,,,,,-13.5384,1 µM,368.455,,C17H24N2O5S,,,,AID1258,1252889,1252889
4526,CCN1C2=CC=CC=C2C3=NN(C(=N)N=C31)C,,Inactive,Leishmania,,,,,,,,,29.555,1 µM,227.271,,C12H13N5,,,,AID1258,2202640,2202640
4527,CC1=NN=C(C2=CC=CC=C12)SC3=NC4=CC=CC=C4O3,,Inactive,Leishmania,,,,,,,,,-2.77076,1 µM,293.351,,C16H11N3OS,,,,AID1258,2869173,2869173
4528,C1=CC=NC(=C1)C2=NC(=NN2)C3=CC=CC=N3,,Inactive,Leishmania,,,,,,,,,-9.29058,1 µM,223.239,,C12H9N5,,,,AID1258,314836,314836
4529,CCS(=O)(=O)C1=NN=NN1C2=CC=CC=C2S(=O)(=O)C,,Inactive,Leishmania,,,,,,,,,-0.349895,1 µM,316.364,,C10H12N4O4S2,,,,AID1258,1778871,1778871
4530,COC1=CC(=C(C=C1)C(=O)NCC2C3=CC=CC=C3CCO2)O,,Inactive,Leishmania,,,,,,,,,-5.96278,1 µM,313.353,,C18H19NO4,,,,AID1258,2881045,2881045
4531,CC1=CC=C(C=C1)C2=NN=C(C3=CC=CC=C32)N4CCN(CC4)C5=CC=CC=N5,,Inactive,Leishmania,,,,,,,,,6.39018,1 µM,381.483,,C24H23N5,,,,AID1258,2951746,2951746
4532,CC(CCC1=CC=CC=C1)NCC2=CC=NC=C2,,Inactive,Leishmania,,,,,,,,,17.0159,1 µM,240.35,,C16H20N2,,,,AID1258,2846250,2846250
4533,C1=CC=C(C=C1)C2=NC(=NN2)C3=CC(=CC=C3)Br,,Inactive,Leishmania,,,,,,,,,0.08194,1 µM,300.159,,C14H10BrN3,,,,AID1258,1265631,1265631
4534,CC1=CC=C(C=C1)C(CCN)C2=CC=CO2,,Inactive,Leishmania,,,,,,,,,-8.73116,1 µM,215.296,,C14H17NO,,,,AID1258,2771861,2771861
4535,C1CCC2=C(C1)C3=C(S2)N(C(=O)N4C3=NC=N4)CC(=O)C5=CC=CC=C5,,Inactive,Leishmania,,,,,,,,,-9.73771,1 µM,364.43,,C19H16N4O2S,,,,AID1258,1506300,1506300
4536,CC1=C(C(=C2C=CC(=CC2=N1)Cl)N)C(=O)C,,Inactive,Leishmania,,,,,,,,,19.8981,1 µM,234.686,,C12H11ClN2O,,,,AID1258,1856693,1856693
4537,CCCN(CCC)C1=NC2=CC=CC=C2N3C1=NN=C3C,,Inactive,Leishmania,,,,,,,,,-9.10216,1 µM,283.379,,C16H21N5,,,,AID1258,802075,802075
4538,CC1=NC2=CC=CC=C2N=C(C1C3=CC=CC=C3)NC(=O)CSC4=NN=NN4C5=CC=CC=C5,,Inactive,Leishmania,,,,,,,,,16.1448,1 µM,467.558,,C25H21N7OS,,,,AID1258,2947864,2947864
4539,CCN(CC)C1=CC(=C(C=C1)NC(=O)C2=CC=C(O2)Br)C,,Inactive,Leishmania,,,,,,,,,6.09848,1 µM,351.244,,C16H19BrN2O2,,,,AID1258,2211639,2211639
4540,COC(=O)C(CC(=O)C1=CC=C(C=C1)Br)N2C=CN=C2,,Inactive,Leishmania,,,,,,,,,26.0577,1 µM,337.173,,C14H13BrN2O3,,,,AID1258,2951115,2951115
4541,CC1=CC=C(C=C1)NC2=NC(=CC(=O)N2)CSC3=NN=NN3C4=CC=CC=C4,,Inactive,Leishmania,,,,,,,,,-2.73141,1 µM,391.46,,C19H17N7OS,,,,AID1258,135420404,135420404
4542,CC1=CC(=C(C=C1)O)C2=NNC(=C2)C3=CC=CC=C3C,,Inactive,Leishmania,,,,,,,,,20.4035,1 µM,264.328,,C17H16N2O,,,,AID1258,775994,775994
4543,CC1=C(C(=NC(=S)N1C2=CC=CC=C2)N3CCN(CC3)C4=CC(=CC=C4)Cl)C(=O)C,,Inactive,Leishmania,,,,,,,,,-8.69051,1 µM,438.984,,C23H23ClN4OS,,,,AID1258,1315716,1315716
4544,CC1=[N+](C2=CC=CC=C2N(C1=O)OCC3=CC=CC=C3F)[O-],,Inactive,Leishmania,,,,,,,,,-19.385,1 µM,300.289,,C16H13FN2O3,,,,AID1258,976139,976139
4545,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C3=CSC(=N3)C4=CN=CC=C4,,Inactive,Leishmania,,,,,,,,,39.4906,1 µM,385.514,,C19H19N3O2S2,,,,AID1258,1083196,1083196
4546,C1=COC(=C1)C2=NC3=C(N2)C=C(C=C3)NC(=O)C4=CC=CS4,,Inactive,Leishmania,,,,,,,,,-20.2748,1 µM,309.35,,C16H11N3O2S,,,,AID1258,828644,828644
4547,C1=CC=C(C=C1)N2C(=NN=N2)OC3=CC=CC4=C3N=CC=C4,,Inactive,Leishmania,,,,,,,,,-12.2073,1 µM,289.298,,C16H11N5O,,,,AID1258,1519798,1519798
4548,CC1=C(C2=NSN=C2C=C1)S(=O)(=O)N3CCN=C3CC4=CC=CC=C4,,Inactive,Leishmania,,,,,,,,,-5.22767,1 µM,372.475,,C17H16N4O2S2,,,,AID1258,1298160,1298160
4549,COC1=CC2=C(C=C1)N=C(N2)C3=CC=CC=C3,,Inactive,Leishmania,,,,,,,,,-5.39849,1 µM,224.263,,C14H12N2O,,,,AID1258,745079,745079
4550,CC1=C(C(=CC=C1)C)N2C(=NN=N2)S(=O)(=O)CC3=CC=CC=C3Cl,,Inactive,Leishmania,,,,,,,,,-19.7484,1 µM,362.842,,C16H15ClN4O2S,,,,AID1258,2210679,2210679
4551,CC1=C(C(=NN1C2=CC=CC=C2)C)S(=O)(=O)NC3=CC=CC=C3C(=O)C,,Inactive,Leishmania,,,,,,,,,42.5191,1 µM,369.446,,C19H19N3O3S,,,,AID1258,1246418,1246418
4552,CN1CCN(CC1)C2=NC(=NC=C2F)N3CCN(CC3)C4=CC=CC=C4,,Inactive,Leishmania,,,,,,,,,-10.86,1 µM,356.449,,C19H25FN6,,,,AID1258,1085354,1085354
4553,CC12CCC3=C(C1=CCC2=O)COC4=C3C=CC(=C4)OC,,Inactive,Leishmania,,,,,,,,,23.0236,1 µM,282.339,,C18H18O3,,,,AID1258,2980436,2980436
4554,C1=CC=C(C=C1)C(CC2=NC(=NO2)C3=CC=NC=C3)C4=CC=CC=C4,,Inactive,Leishmania,,,,,,,,,10.9548,1 µM,327.387,,C21H17N3O,,,,AID1258,752713,752713
4555,CCOC(=O)C1=CC=C(C=C1)N=C2N(C(=O)C=C(S2)C(=O)OC)CC3=CC=CO3,,Inactive,Leishmania,,,,,,,,,46.4291,1 µM,414.439,,C20H18N2O6S,,,,AID1258,1518343,1518343
4556,CN1C=CC=C1CC2=NN=C(N2CCC3=CC=CC=C3)SCC(=O)NC4=CC=C(C=C4)F,,Inactive,Leishmania,,,,,,,,,-8.5686,1 µM,449.555,,C24H24FN5OS,,,,AID1258,5307605,5307605
4557,COC1=CC=C(C=C1)N2C(=NN=N2)S(=O)(=O)CC(=O)N3CCCCC3,,Inactive,Leishmania,,,,,,,,,19.4011,1 µM,365.415,,C15H19N5O4S,,,,AID1258,1263400,1263400
4558,CCCCCN1C2=CC=CC=C2N(C1=N)CC(COC3=CC=CC=C3OC)O.Cl,,Inactive,Leishmania,,,,,,,,,6.47639,1 µM,419.953,,C22H30ClN3O3,,,,AID1258,6603585,6603585
4559,CCOC1=CC=C(C=C1)N2C(=O)C3=C(C4=CC=CC=C4N3)N=C2SCC(=O)N,,Inactive,Leishmania,,,,,,,,,2.27271,1 µM,394.456,,C20H18N4O3S,,,,AID1258,2156188,2156188
4560,CC1=C(SC2=NC(=CN12)C3=CC=C(C=C3)F)C(=O)NC4=CC=NC=C4,,Inactive,Leishmania,,,,,,,,,19.2449,1 µM,352.394,,C18H13FN4OS,,,,AID1258,5310045,5310045
4561,COC1=CC=CC=C1N2C3=NC(=NC(=C3NC2=O)C(=O)N)C4CCCCC4,,Inactive,Leishmania,,,,,,,,,-0.366466,1 µM,367.409,,C19H21N5O3,,,,AID1258,5310399,5310399
4562,C1CC2=CC=CC=C2N(C1)C(=O)CN3C=NC4=C(C3=O)N=NN4C5=CC=CC=C5,,Inactive,Leishmania,,,,,,,,,-6.54879,1 µM,386.415,,C21H18N6O2,,,,AID1258,5310456,5310456
4563,C/C(=N\O)/C(=O)C(CN1CCCCC1)CN2CCCCC2,,Inactive,Leishmania,,,,,,,,,1.71613,1 µM,295.427,,C16H29N3O2,,,,AID1258,6948318,6948318
4564,CCCN1C2=CC=CC=C2N=C1C3=CC=C(C=C3)OC,,Inactive,Leishmania,,,,,,,,,12.3616,1 µM,266.344,,C17H18N2O,,,,AID1258,748266,748266
4565,CCCCNC1=C2C=C(C(=CC2=CC(=C1)NC(=O)C)OC)OC,,Inactive,Leishmania,,,,,,,,,-18.9012,1 µM,316.401,,C18H24N2O3,,,,AID1258,2253328,2253328
4566,CCCC1COC(O1)(CN2C=NC=N2)C3=CC=C(C=C3)C,,Inactive,Leishmania,,,,,,,,,-0.679587,1 µM,287.363,,C16H21N3O2,,,,AID1258,2849942,2849942
4567,C1=CC=C2C(=C1)C=CC=C2N3N=C4C=CC(=CC4=N3)N,,Inactive,Leishmania,,,,,,,,,-8.5178,1 µM,260.3,,C16H12N4,,,,AID1258,721129,721129
4568,C1CCN(CC1)CC2=C(C=CC(=C2)NC3=NS(=O)(=O)C4=CC=CC=C43)O,,Inactive,Leishmania,,,,,,,,,-2.37573,1 µM,371.462,,C19H21N3O3S,,,,AID1258,1131934,1131934
4569,C1CC2=NC(=CN2C1)SCC3=CC=C(C=C3)Cl,,Inactive,Leishmania,,,,,,,,,10.9485,1 µM,264.781,,C13H13ClN2S,,,,AID1258,759935,759935
4570,CN1CCCCC2=C1NC3=CC=CC=C3C2=O,,Inactive,Leishmania,,,,,,,,,-2.81305,1 µM,228.295,,C14H16N2O,,,,AID1258,749451,749451
4571,CC(CCC1=CC=C(C=C1)O)N(C)CCC2=CC=CC=C2,,Inactive,Leishmania,,,,,,,,,25.7839,1 µM,283.415,,C19H25NO,,,,AID1258,2846520,2846520
4572,C1CC2=C(C3=C1C=NN3)NC4=C2C=C(C=C4)Cl,,Inactive,Leishmania,,,,,,,,,-8.60087,1 µM,243.697,,C13H10ClN3,,,,AID1258,829981,829981
4573,CC1=CC(=C(C=C1)C)S(=O)(=O)NCCOC(=O)NC2=C(N(C(=S)S2)C)C,,Inactive,Leishmania,,,,,,,,,-12.9426,1 µM,415.562,,C16H21N3O4S3,,,,AID1258,2288023,2288023
4574,C1CCN(C1)CCOC2=CC3=CC=CC=C3C=C2,,Inactive,Leishmania,,,,,,,,,12.4889,1 µM,241.334,,C16H19NO,,,,AID1258,867370,867370
4575,CCC(CC)(C#CCN1CCCCC1)OCCC#N,,Inactive,Leishmania,,,,,,,,,-4.34532,1 µM,262.397,,C16H26N2O,,,,AID1258,535113,535113
4576,CC1=CC=C(C=C1)N2N=C3C=CC(=CC3=N2)N,,Inactive,Leishmania,,,,,,,,,-16.1727,1 µM,224.267,,C13H12N4,,,,AID1258,721095,721095
4577,CC(CCC=C(C)C)CN(C)CCC1=CC=CC=N1,,Inactive,Leishmania,,,,,,,,,-6.37408,1 µM,260.425,,C17H28N2,,,,AID1258,3613648,3613648
4578,CCCCNCCCOC1=CC(=CC=C1)Cl,,Inactive,Leishmania,,,,,,,,,6.20308,1 µM,241.762,,C13H20ClNO,,,,AID1258,2250946,2250946
4579,CC1=C2C(=CC=C1)C3=C(N2)N=C(N=N3)SCC=C,,Inactive,Leishmania,,,,,,,,,10.9053,1 µM,256.334,,C13H12N4S,,,,AID1258,5310854,5310854
4580,C1C(C(=O)N(C1=O)CCCN2C=CN=C2)CC3=CC=CC=C3.C(=O)(C(=O)O)O,,Inactive,Leishmania,,,,,,,,,-4.78839,1 µM,387.392,,C19H21N3O6,,,,AID1258,2924879,2924879
4581,CC1=CC(=C(N1C2=CC(=CC=C2)Cl)C)/C=N/N3C=NN=C3,,Inactive,Leishmania,,,,,,,,,11.9505,1 µM,299.765,,C15H14ClN5,,,,AID1258,5347376,5347376
4582,C1CN(C(N1C2=CC=CC=C2)C3=CC=CS3)C4=CC=CC=C4,,Inactive,Leishmania,,,,,,,,,-5.92804,1 µM,306.434,,C19H18N2S,,,,AID1258,830758,830758
4583,CCOC(=O)C1=C(NC(=O)NC1C2=CC=C(S2)Br)C,,Inactive,Leishmania,,,,,,,,,-8.57144,1 µM,345.218,,C12H13BrN2O3S,,,,AID1258,2895957,2895957
4584,CC1=CC(NC2=C1C=C(C=C2)OC(=O)C3=CC=CO3)(C)C,,Inactive,Leishmania,,,,,,,,,1.88676,1 µM,283.327,,C17H17NO3,,,,AID1258,698314,698314
4585,C1CCN(C(C1)C2=CN=CC=C2)C(=O)NC3=C(C=C(C=C3)F)F,,Inactive,Leishmania,,,,,,,,,9.76284,1 µM,317.339,,C17H17F2N3O,,,,AID1258,2893801,2893801
4586,COC1=CC=CC(=C1OC)/C=N/N2C(=NN=C2SC)C3=CC=CC=C3,,Inactive,Leishmania,,,,,,,,,22.347,1 µM,354.435,,C18H18N4O2S,,,,AID1258,6860172,6860172
4587,C1=CC2=C(C=CC(=C2N=C1)O)[N+](=O)[O-],,Inactive,Leishmania,,,,,,,,,2.45209,1 µM,190.158,,C9H6N2O3,,,,AID1258,19910,19910
4588,C[C@]12CC[C@H]3C(=CC(=O)[C@H](O3)C(C)(C)O)[C@@]1(CC[C@@H]4[C@@]2(C5=C(C4)C6=CC=CC=C6N5)C)O,,Inactive,Leishmania,,,,,,,,,14.2743,1 µM,435.564,,C27H33NO4,,,,AID1258,105008,105008
4589,CC1=C(C(=C(N=C1C(=O)O)C2=NC3=C(C=C2)C(=O)C(=C(C3=O)N)OC)N)C4=C(C(=C(C=C4)OC)OC)O,,Inactive,Leishmania,,,,,,,,,19.247,1 µM,506.471,,C25H22N4O8,,,,AID1258,5298,5298
4590,CC(C)(C)[C@@]1(CCN2C[C@H]3C4=CC=CC=C4CCC5=C3C(=CC=C5)[C@@H]2C1)O.Cl,,Inactive,Leishmania,,,,,,,,,14.8729,1 µM,397.99,,C25H32ClNO,,,,AID1258,6852400,6852400
