,ID_compound,SMILES,Common Name,Biological Activity,Pathogen,Category,IC50 (µM),IC50(µg/ml),% Inhibition,Tested at [C],Molecular Weight,Formula,Reference,PUBCHEM_CID
6528,6529,CC1=C(C=C(C=C1)NC2CN(C2)C(=O)OC(C)(C)C)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,6.08,,,,459.59,C28H33N3O3,AID_1805527,156907057.0
6529,6530,CC1=C(C=C(C=C1)NC2CCN(CC2)C(=O)OC(C)(C)C)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,1.1,,,,487.64,C30H37N3O3,AID_1805527,156907058.0
6530,6531,CC1=C(C=C(C=C1)NC(=O)C2CN(C2)C(=O)OC(C)(C)C)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,5.5,,,,487.6,C29H33N3O4,AID_1805527,156907094.0
6531,6532,CC1=C(C=C(C=C1)NC(=O)C2CCN(CC2)C(=O)OC(C)(C)C)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,6.0,,,,515.65,C31H37N3O4,AID_1805527,156907119.0
6532,6533,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,1.01,,,,359.47,C23H25N3O,AID_1805527,156907132.0
6533,6534,CC1=C(C=C(C=C1)NC2CCNCC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,0.6,,,,387.53,C25H29N3O,AID_1805527,156907148.0
6534,6535,CC1=C(C=C(C=C1)NC(=O)C2CNC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,1.2,,,,387.48,C24H25N3O2,AID_1805527,156907156.0
6535,6536,CC1=C(C=C(C=C1)NC(=O)C2CCNCC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,0.8,,,,415.54,C26H29N3O2,AID_1805527,156907157.0
6536,6537,CC1=C(C=C(C=C1)NC2CCN(CC2)C)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,0.7,,,,401.55,C26H31N3O,AID_1805527,156907158.0
6537,6538,CC1=C(C=C(C=C1)N(C)C2CN(C2)C)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,1.6,,,,387.53,C25H29N3O,AID_1805527,156907159.0
6538,6539,CC1=C(C=C(C=C1)NC2CN(C2)C)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,4.3,,,,373.5,C24H27N3O,AID_1805527,156907160.0
6539,6540,CC1=C(C=C(C=C1)N(C)C2CNC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,2.4,,,,373.5,C24H27N3O,AID_1805527,156907182.0
6540,6541,CC1=C(C=C(C=C1)CNCC(=O)O)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,,Active,SARS_CoV-2,PLpro_cov-2,3.9,,,,376.46,C23H24N2O3,AID_1805527,156907183.0
6541,6542,CC1=C(C=C(C=C1)CNC2CNC2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,1.3,,,,373.5,C24H27N3O,AID_1805527,156907198.0
6542,6543,CC1=C(C=C(C=C1)CN2CC(C2)C(=O)O)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,3.3,,,,402.49,C25H26N2O3,AID_1805527,156907236.0
6543,6544,CC1=C(C=C(C=C1)CN2CCC(CC2)C(=O)O)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,6.1,,,,430.55,C27H30N2O3,AID_1805527,156907245.0
6544,6545,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)N)Cl,,Active,SARS_CoV-2,PLpro_cov-2,4.8,,,,324.81,C19H17ClN2O,AID_1805527,156907262.0
6545,6546,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=CC(=NC=C3Br)N,,Active,SARS_CoV-2,PLpro_cov-2,7.0,,,,370.25,C18H16BrN3O,AID_1805527,156907273.0
6546,6547,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=CC4=C(C=C3)C=CN4,,Active,SARS_CoV-2,PLpro_cov-2,0.8,,,,314.39,C21H18N2O,AID_1805527,39704311.0
6547,6548,CC1=C(C2=C(C=C1)NC=C2)C(=O)N[C@H](C)C3=CC=CC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,6.3,,,,328.42,C22H20N2O,AID_1805527,156907276.0
6548,6549,CC1=C(C2=C(C=C1)N(C=C2)CC3CNC3)C(=O)N[C@H](C)C4=CC=CC5=CC=CC=C54,,Active,SARS_CoV-2,PLpro_cov-2,6.4,,,,397.52,C26H27N3O,AID_1805527,156907277.0
6549,6550,CC1=CN=C(C=C1C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32)NC4CNC4,,Active,SARS_CoV-2,PLpro_cov-2,7.4,,,,360.46,C22H24N4O,AID_1805527,156907279.0
6550,6551,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)NC4CNC4)Cl,,Active,SARS_CoV-2,PLpro_cov-2,4.1,,,,379.89,C22H22ClN3O,AID_1805527,156907281.0
6551,6552,CC1=C(C=C(C=C1)N)C(=O)N[C@H](C)C2=CSC3=CC=CC=C32,,Active,SARS_CoV-2,PLpro_cov-2,3.3,,,,310.42,C18H18N2OS,AID_1805527,156907291.0
6552,6553,CC1=C(C=C(C=C1)N)C(=O)N[C@H](C)C2=CN(C3=CC=CC=C32)C,,Active,SARS_CoV-2,PLpro_cov-2,10.0,,,,307.4,C19H21N3O,AID_1805527,156907292.0
6553,6554,CC1=C(C=C(C=C1)N)C(=O)NC(C)C2=CC=CC3=C2NC=C3,,Active,SARS_CoV-2,PLpro_cov-2,4.7,,,,293.37,C18H19N3O,AID_1805527,156907294.0
6554,6555,CC1=C(C=C(C=C1)N(C)C2CNC2)C(=O)NC(C)C3=CC=CC4=C3NC=C4,,Active,SARS_CoV-2,PLpro_cov-2,5.7,,,,362.48,C22H26N4O,AID_1805527,156907298.0
6555,6556,CC1=C(C=C(C=C1)N(C)C2CNC2)C(=O)N[C@H](C)C3=CC4=C(C=C3)SC=C4,,Active,SARS_CoV-2,PLpro_cov-2,6.7,,,,379.53,C22H25N3OS,AID_1805527,156907299.0
6556,6557,CC1=C(C=C(C=C1)N(C)C2CNC2)C(=O)N[C@H](C)C3=C4C=CN(C4=CC=C3)CC5CCC5,,Active,SARS_CoV-2,PLpro_cov-2,3.3,,,,430.6,C27H34N4O,AID_1805527,156907300.0
6557,6558,CC1=C(C=C(C=C1)N(C)C2CNC2)C(=O)N[C@H](C)C3=CSC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,2.4,,,,379.53,C22H25N3OS,AID_1805527,156907301.0
6558,6559,C[C@H](C1=CSC2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)NC4CNC4)Cl,,Active,SARS_CoV-2,PLpro_cov-2,8.5,,,,385.92,C20H20ClN3OS,AID_1805527,156907302.0
6559,6560,CC1=C(C=C(C=C1)N(C)C2CNC2)C(=O)N[C@H](C)C3=C4C5=CC=CC=C5NC4=CC=C3,,Active,SARS_CoV-2,PLpro_cov-2,1.6,,,,412.54,C26H28N4O,AID_1805527,156907304.0
6560,6561,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CSC4=CC=CC=C43,,Active,SARS_CoV-2,PLpro_cov-2,1.9,,,,365.5,C21H23N3OS,AID_1805527,156907305.0
6561,6562,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=C4C5=CC=CC=C5NC4=CC=C3,,Active,SARS_CoV-2,PLpro_cov-2,1.8,,,,398.51,C25H26N4O,AID_1805527,156907306.0
6562,6563,C[C@H](C1=CC=CC(=C1)C2=CC=CS2)NC(=O)C3=C(C=CC(=C3)NC4CNC4)Cl,,Active,SARS_CoV-2,PLpro_cov-2,2.8,,,,411.96,C22H22ClN3OS,AID_1805527,156907309.0
6563,6564,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=CS4,,Active,SARS_CoV-2,PLpro_cov-2,0.59,,,,391.54,C23H25N3OS,AID_1805527,156907310.0
6564,6565,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CSC=C4,,Active,SARS_CoV-2,PLpro_cov-2,1.3,,,,391.54,C23H25N3OS,AID_1805527,156907311.0
6565,6566,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CNC=C4,,Active,SARS_CoV-2,PLpro_cov-2,1.8,,,,374.49,C23H26N4O,AID_1805527,156907312.0
6566,6567,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN5CCNCC5,,Active,SARS_CoV-2,PLpro_cov-2,1.2,,,,489.69,C28H35N5OS,AID_1805527,156907313.0
6567,6568,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN5CCOCC5,,Active,SARS_CoV-2,PLpro_cov-2,0.9,,,,490.67,C28H34N4O2S,AID_1805527,156907314.0
6568,6569,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CNC5CCN(CC5)C,,Active,SARS_CoV-2,PLpro_cov-2,1.6,,,,517.74,C30H39N5OS,AID_1805527,156907315.0
6569,6570,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CNCC5CCNCC5,,Active,SARS_CoV-2,PLpro_cov-2,2.7,,,,517.74,C30H39N5OS,AID_1805527,156907316.0
6570,6571,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CNC5CCCC5,,Active,SARS_CoV-2,PLpro_cov-2,0.39,,,,488.7,C29H36N4OS,AID_1805527,156907317.0
6571,6572,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN5CCCC5,,Active,SARS_CoV-2,PLpro_cov-2,0.56,,,,474.67,C28H34N4OS,AID_1805527,155801618.0
6572,6573,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)C,,Active,SARS_CoV-2,PLpro_cov-2,0.75,,,,405.57,C24H27N3OS,AID_1805527,156907318.0
6573,6574,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)C(=O)O,,Active,SARS_CoV-2,PLpro_cov-2,0.97,,,,435.55,C24H25N3O3S,AID_1805527,156907319.0
6574,6575,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)C(=O)OC,,Active,SARS_CoV-2,PLpro_cov-2,0.81,,,,449.58,C25H27N3O3S,AID_1805527,156907320.0
6575,6576,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)C(=O)NC[C@H]5CCCO5,,Active,SARS_CoV-2,PLpro_cov-2,0.92,,,,518.68,C29H34N4O3S,AID_1805527,156907321.0
6576,6577,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)C(=O)NC,,Active,SARS_CoV-2,PLpro_cov-2,1.1,,,,448.59,C25H28N4O2S,AID_1805527,156907322.0
6577,6578,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)C(=O)NCC5CCO5,,Active,SARS_CoV-2,PLpro_cov-2,0.82,,,,504.66,C28H32N4O3S,AID_1805527,156907323.0
6578,6579,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN5CC[C@H](C5)O,,Active,SARS_CoV-2,PLpro_cov-2,0.64,,,,490.67,C28H34N4O2S,AID_1805527,156907324.0
6579,6580,C[C@@H]1CCN(C1)CC2=CC=C(S2)C3=CC(=CC=C3)[C@@H](C)NC(=O)C4=C(C=CC(=C4)NC5CNC5)C,,Active,SARS_CoV-2,PLpro_cov-2,1.1,,,,488.7,C29H36N4OS,AID_1805527,156907325.0
6580,6581,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN5CCC5,,Active,SARS_CoV-2,PLpro_cov-2,2.2,,,,460.65,C27H32N4OS,AID_1805527,156907326.0
6581,6582,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN5CC[C@@H](C5)O,,Active,SARS_CoV-2,PLpro_cov-2,0.7,,,,490.67,C28H34N4O2S,AID_1805527,156907327.0
6582,6583,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC(=CC=C3)Br,,Active,SARS_CoV-2,PLpro_cov-2,6.5,,,,388.31,C19H22BrN3O,AID_1805527,156907328.0
6583,6584,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN[C@@H]5CCOC5,,Active,SARS_CoV-2,PLpro_cov-2,0.33,,,,490.67,C28H34N4O2S,AID_1805527,155801623.0
6584,6585,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN[C@H]5CCOC5,,Active,SARS_CoV-2,PLpro_cov-2,0.62,,,,490.67,C28H34N4O2S,AID_1805527,156907329.0
6585,6586,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CNC5CCC(C5)O,,Active,SARS_CoV-2,PLpro_cov-2,0.17,,,,504.7,C29H36N4O2S,AID_1805527,156907330.0
6586,6587,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CNC(=O)C,,Active,SARS_CoV-2,PLpro_cov-2,0.37,,,,462.62,C26H30N4O2S,AID_1805527,155801622.0
6587,6588,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CNC5CCNC5=O,,Active,SARS_CoV-2,PLpro_cov-2,0.64,,,,503.67,C28H33N5O2S,AID_1805527,156907331.0
6588,6589,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CNC5CC(=O)NC5,,Active,SARS_CoV-2,PLpro_cov-2,0.41,,,,503.67,C28H33N5O2S,AID_1805527,156907332.0
6589,6590,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN[C@@H]5CC[C@@H](C5)O,,Active,SARS_CoV-2,PLpro_cov-2,0.21,,,,504.7,C29H36N4O2S,AID_1805527,155801621.0
6590,6591,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN[C@@H]5CC[C@H](C5)O,,Active,SARS_CoV-2,PLpro_cov-2,0.43,,,,504.7,C29H36N4O2S,AID_1805527,156907333.0
6591,6592,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN[C@H]5CC[C@H](C5)O,,Active,SARS_CoV-2,PLpro_cov-2,0.113,,,,504.7,C29H36N4O2S,AID_1805527,155801617.0
6592,6593,CC1=C(C=C(C=C1)NC2CNC2)C(=O)N[C@H](C)C3=CC=CC(=C3)C4=CC=C(S4)CN[C@H]5CC[C@@H](C5)O,,Active,SARS_CoV-2,PLpro_cov-2,0.25,,,,504.7,C29H36N4O2S,AID_1805527,156907334.0
6593,6594,CC1=C(C=C(C=C1)N)C(=O)N[C@H](C)C2=CC=CC(=C2)C3=CC=C(S3)CNC(=O)OC(C)(C)C,,Active,SARS_CoV-2,PLpro_cov-2,0.81,,,,465.62,C26H31N3O3S,AID_1805527,156907335.0
6594,6595,CC1=C(C=C(C=C1)N)C(=O)N[C@H](C)C2=CC=CC(=C2)C3=CC=C(S3)CN,,Active,SARS_CoV-2,PLpro_cov-2,1.8,,,,365.5,C21H23N3OS,AID_1805527,156907336.0
6595,6596,CC1=C(C=C(C=C1)N)C(=O)N[C@H](C)C2=CC=CC(=C2)C3=CC=C(S3)CNC(=O)C4CCCC4,,Active,SARS_CoV-2,PLpro_cov-2,1.1,,,,461.63,C27H31N3O2S,AID_1805527,156907337.0
6596,6597,CC1=C(C=C(C=C1)NC(=O)C)C(=O)N[C@H](C)C2=CC=CC(=C2)C3=CC=C(S3)CNC(=O)C,,Active,SARS_CoV-2,PLpro_cov-2,2.3,,,,449.58,C25H27N3O3S,AID_1805527,156907338.0
6597,6598,CC1=C(C=C(C=C1)NC(=O)C)C(=O)N[C@H](C)C2=CC=CC(=C2)C3=CC=C(S3)CN[C@H]4CC[C@H](C4)O,,Active,SARS_CoV-2,PLpro_cov-2,1.4,,,,491.66,C28H33N3O3S,AID_1805527,156907339.0
6598,6599,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,439.52,C23H29N5O4,AID_1806479,156907357.0
6599,6600,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C2=NC3=CC=CC=C3N2,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,410.48,C21H26N6O3,AID_1806479,162396173.0
6600,6601,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C2=NC3=C(N2)C=CC=C3Cl,,Active,SARS_CoV-2,3CLpro_cov-2,6.0,,,,444.92,C21H25ClN6O3,AID_1806479,162396174.0
6601,6602,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C2=NC3=C(N2)C=NC=C3,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,411.47,C20H25N7O3,AID_1806479,162396175.0
6602,6603,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C2=NC3=C(N2)C=CC=N3,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,411.47,C20H25N7O3,AID_1806479,162396176.0
6603,6604,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(C#N)O)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,469.54,C24H31N5O5,AID_1806479,162396180.0
6604,6605,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](C#N)O)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,6.0,,,,469.54,C24H31N5O5,AID_1806479,162396181.0
6605,6606,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](C#N)O)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,469.54,C24H31N5O5,AID_1806479,162396182.0
6606,6607,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)/C=C/S(=O)(=O)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,518.64,C25H34N4O6S,AID_1806479,162396183.0
6607,6608,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)/C=C/C2=CC=CC=C2,,Active,SARS_CoV-2,3CLpro_cov-2,6.0,,,,396.49,C22H28N4O3,AID_1806479,162396184.0
6608,6609,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)NC(=O)C2=NC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,440.5,C22H28N6O4,AID_1806479,162396185.0
6609,6610,COC1=CC=CC2=C1C=C(N2)C(=O)N[C@@H]([C@@H]3CC4=CC=CC=C4O3)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,501.54,C27H27N5O5,AID_1806479,157932734.0
6610,6611,COC1=CC=CC2=C1C=C(N2)C(=O)N[C@@H](C3CC4=CC=CC=C4C3)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,499.57,C28H29N5O4,AID_1806479,162396186.0
6611,6612,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H](C[C@H]3C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N)C5CCCCC5,,Active,SARS_CoV-2,3CLpro_cov-2,6.0,,,,505.62,C28H35N5O4,AID_1806479,160646681.0
6612,6613,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H](C[C@H]3C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N)C5=CC=CC=C5,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,499.57,C28H29N5O4,AID_1806479,162396189.0
6613,6614,COC1=CC=CC2=C1C=C(N2)C(=O)N3CCC4(CC4)C[C@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,463.54,C25H29N5O4,AID_1806479,162396190.0
6614,6615,COC1=CC=CC2=C1C=C(N2)C(=O)N[C@@H](CC3CCCCC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,479.58,C26H33N5O4,AID_1806479,162396191.0
6615,6616,CC1([C@@H]2C1[C@H](N(C2)C(=O)C3=CC4=C(N3)C=CC=C4OC)C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N)C,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,463.54,C25H29N5O4,AID_1806479,162396192.0
6616,6617,COC1=CC=CC2=C1C=C(N2)C(=O)N[C@@H](CC#C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,6.0,,,,421.46,C22H23N5O4,AID_1806479,162396193.0
6617,6618,COC1=CC=CC2=C1C=C(N2)C(=O)N[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,437.5,C23H27N5O4,AID_1806479,162396194.0
6618,6619,C1CNC(=O)[C@@H]1C[C@@H](C#N)NC(=O)[C@@H]2C[C@H](CN2C(=O)/C=C/C3=C(C=C(C=C3)Cl)F)C4=CC=CC=C4,,Active,SARS_CoV-2,3CLpro_cov-2,6.0,,,,508.98,C27H26ClFN4O3,AID_1806479,162396195.0
6619,6620,CC(C)C[C@@H](C(=O)N[C@@H](CC1=C2C=CC=CC2=NN1)C#N)NC(=O)C3=CC4=C(N3)C=CC=C4OC,,Active,SARS_CoV-2,3CLpro_cov-2,6.0,,,,472.55,C26H28N6O3,AID_1806479,162396204.0
6620,6621,CC(C)C[C@@H](C(=O)N[C@@H](CC1C=CC=NC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,6.0,,,,449.51,C24H27N5O4,AID_1806479,162396205.0
6621,6622,C1CNC(=O)[C@@H]1C[C@@H](C#N)NC(=O)[C@H](CC2CC2)N3C=CC4C=CN=C4C3=O,,Active,SARS_CoV-2,3CLpro_cov-2,6.0,,,,381.44,C20H23N5O3,AID_1806479,162396206.0
6622,6623,C1CNC(=O)[C@@H]1C[C@@H](C#N)NC(=O)[C@@H](CC2CC2)N3CCC4=C(C3=O)NC=C4,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,383.45,C20H25N5O3,AID_1806479,157504083.0
6623,6624,CN1CCCC[C@]12CCN(C2=O)[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,6.0,,,,415.54,C22H33N5O3,AID_1806479,162396214.0
6624,6625,COC1=CC=CC2=C1C=C(N2)C(=O)N3CC4CCCC4[C@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,463.54,C25H29N5O4,AID_1806479,162396216.0
6625,6626,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](C#N)NC(C)(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,524.67,C28H40N6O4,AID_1806479,162396218.0
6626,6627,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](C#N)N2CCCC2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,522.65,C28H38N6O4,AID_1806479,162396222.0
6627,6628,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](C#N)N2CCCC2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,522.65,C28H38N6O4,AID_1806479,162396223.0
6628,6629,CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,442.52,C23H30N4O5,AID_1806479,160379423.0
6629,6630,CC(C)C[C@@H](C(=O)N[C@@H](CC1CCNC1=O)C(C#N)N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,468.56,C24H32N6O4,AID_1806479,158351423.0
6630,6631,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H](CC3C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C5=CC=CC=C5,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,502.57,C28H30N4O5,AID_1806479,162396224.0
6631,6632,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H](C[C@H]3C(=O)N[C@@H](C[C@@H]4CCNC4=O)C(C#N)O)C5=CC=CC=C5,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,529.6,C29H31N5O5,AID_1806479,162396225.0
6632,6633,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H](C[C@H]3C(=O)N[C@@H](C[C@@H]4CCNC4=O)[C@H](C#N)O)C5=CC=CC=C5,,Active,SARS_CoV-2,3CLpro_cov-2,2.0,,,,529.6,C29H31N5O5,AID_1806479,162396226.0
