,ID_compound,SMILES,Common name,Biological Activity,Pathogen,Category,IC50 (µM),IC50(µg/ml),% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Reference,PUBCHEM_CID
5988,5989,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O.Br,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,384.27,,C17H22BrNO4,AID_1479145,5702161
5989,5990,CC1=CC2=C(C(=C1)O)C(=C3C(=C2)C=CC=C3O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,240.26,,C15H12O3,AID_1479145,10288
5990,5991,C1=CC=C(C=C1)OCCO,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,138.17,,C8H10O2,AID_1479145,31236
5991,5992,CCCC1=NC=C(C(=N1)N)C[N+]2=CC=CC=C2C.Cl.[Cl-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,315.25,,C14H20Cl2N4,AID_1479145,8732
5992,5993,CN1CCCN=C1/C=C/C2=CC=CS2.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,356.4,,C15H20N2O6S,AID_1479145,6434144
5993,5994,C/C=C/C1=CC=C(C=C1)OC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,148.21,,C10H12O,AID_1479145,637563
5994,5995,C=CCNC(=S)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,116.19,,C4H8N2S,AID_1479145,1549517
5995,5996,CCCCCCCCCCCCCC(=O)OC(C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,270.46,,C17H34O2,AID_1479145,8042
5996,5997,CCCC[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,440.38,,C21H30BrNO4,AID_1479145,6852391
5997,5998,CCCCOC(=O)C1=CC=C(C=C1)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,194.23,,C11H14O3,AID_1479145,7184
5998,5999,CC(C)(C)C1=CC=C(C=C1)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,150.22,,C10H14O,AID_1479145,7393
5999,6000,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,310.33,,C12H14N4O4S,AID_1479145,5323
6000,6001,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,610.52,,C27H30O16,AID_1479145,5280805
6001,6002,CC(=CCC/C(=C/CO)/C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,154.25,,C10H18O,AID_1479145,637566
6002,6003,CNCCC1=CC=CC=N1.CS(=O)(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,232.3,,C9H16N2O3S,AID_1479145,6420033
6003,6004,CNC(=O)OC1=CC=CC2=CC=CC=C21,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,201.22,,C12H11NO2,AID_1479145,6129
6004,6005,CC1=C(SC=C1)/C=C/C2=NCCCN2C.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,370.43,,C16H22N2O6S,AID_1479145,60196268
6005,6006,C1=CC=[N+](C(=C1)SSC2=CC=CC=[N+]2[O-])[O-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,252.32,,C10H8N2O2S2,AID_1479145,3109
6006,6007,CCCCC(=O)OCC(=O)[C@H]1[C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,478.58,,C27H36F2O5,AID_1479145,91670
6007,6008,CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,293.41,,C19H23N3,AID_1479145,36324
6008,6009,CN1CCC2=CC3=C(C=C2[C@H]1[C@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,383.4,,C21H21NO6,AID_1479145,656743
6009,6010,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,257.44,,C4H8Cl3O4P,AID_1479145,5853
6010,6011,C1CSSC1CCCCC(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,206.33,,C8H14O2S2,AID_1479145,864
6011,6012,CCOC(=O)C1=CC=C(C=C1)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,166.18,,C9H10O3,AID_1479145,8434
6012,6013,CCOC(=O)C1=CC(=CC=C1)N.CS(=O)(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,261.3,,C10H15NO5S,AID_1479145,261501
6013,6014,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,835.9,,C20H8I4O5,AID_1479145,3259
6014,6015,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,454.91,,C18H15ClN2O6S2,AID_1479145,216235
6015,6016,C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,355.4,,C13H13N3O5S2,AID_1479145,5315
6016,6017,C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,272.25,,C12H16O7,AID_1479145,440936
6017,6018,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,332.5,,C14H8N2S4,AID_1479145,8447
6018,6019,C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,218.68,,C13H11ClO,AID_1479145,8425
6019,6020,C[C@H]1[C@@H]2CC[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,246.31,,C15H18O3,AID_1479145,221071
6020,6021,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,362.36,,C17H19FN4O4,AID_1479145,60651
6021,6022,C1=CC=C2C(=C1)C=CN2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,117.15,,C8H7N,AID_1479145,798
6022,6023,C1=CC(=CC=C1NC(=O)NC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,302.25,,C13H10N4O5,AID_1479145,9509
6023,6024,C1=CC=C2C(=C1)C(=C(N2)C3=NC4=CC=CC=C4C3=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,262.27,,C16H10N2O2,AID_1479145,10215
6024,6025,CC1=CNC2=CC=CC=C12,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,131.18,,C9H9N,AID_1479145,6736
6025,6026,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,410.46,,C22H28F2O5,AID_1479145,16490
6026,6027,C[C@@]12CC[C@H]3[C@]([C@@]14[C@H](O4)C(=O)O[C@H]2C5=COC=C5)(C(=O)C[C@@H]6[C@@]37COC(=O)C[C@@H]7OC6(C)C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,470.52,,C26H30O8,AID_1479145,179651
6027,6028,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H](C3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)COC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,462.56,,C26H35FO6,AID_1479145,135410
6028,6029,C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O.OS(=O)(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,518.58,,C22H34N2O10S,AID_1479145,325003
6029,6030,C/C(=N/NC(=O)C1=CC=NC=C1)/C(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,207.19,,C9H9N3O3,AID_1479145,5369881
6030,6031,C1=C(NC(=O)NC1=O)C(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,156.1,,C5H4N2O4,AID_1479145,967
6031,6032,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,303.2,,C12H19BrN2O2,AID_1479145,8246
6032,6033,CCOC1=CC(=C(C=C1C(=O)CCC(=O)O)OCC)OCC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,310.35,,C16H22O6,AID_1479145,5536
6033,6034,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N2CCOCC2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,398.55,,C20H38N4O4,AID_1479145,3091
6034,6035,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,334.42,,C18H26N2O4,AID_1479145,4922
6035,6036,CC1=C(OC(=O)O1)COC(=O)[C@H]2C(S[C@H]3N2C(=O)[C@H]3NC(=O)[C@@H](C4=CC=CC=C4)N)(C)C.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,497.96,,C21H24ClN3O7S,AID_1479145,6917773
6036,6037,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@H]2O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N)N)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,447.53,,C19H37N5O7,AID_1479145,65453
6037,6038,CC1=C(C(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)C3=CN=CC=C3)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,535.81,,C35H53NO3,AID_1479145,27990
6038,6039,CC(C)(C)NCC(C1=CC=CC=C1Cl)O.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,264.2,,C12H19Cl2NO,AID_1479145,5702285
6039,6040,CCOC(=O)NNC1=NN=CC2=CC=CC=C21.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,268.7,,C11H13ClN4O2,AID_1479145,19604
6040,6041,C1CC(CCC1CN)C(=O)OC2=CC=C(C=C2)CCC(=O)O.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,341.84,,C17H24ClNO4,AID_1479145,34001
6041,6042,C1CCS(=O)(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,290.37,,C10H14N2O4S2,AID_1479145,5356
6042,6043,C1=CC(=CN=C1)C(=O)OCC(COC(=O)C2=CN=CC=C2)(COC(=O)C3=CN=CC=C3)COC(=O)C4=CN=CC=C4,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,556.53,,C29H24N4O8,AID_1479145,4476
6043,6044,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC.Cl.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,339.26,,C14H24Cl2N2O3,AID_1479145,83201
6044,6045,C(C(C(=O)O)N)SCC(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,179.2,,C5H9NO4S,AID_1479145,1080
6045,6046,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,293.71,,C10H16ClN3O5,AID_1479145,26964
6046,6047,CN1CCC2=CC3=C(C(=C2C1)OC)OCO3.Br,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,302.17,,C12H16BrNO3,AID_1479145,6419942
6047,6048,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,288.39,,C18H24O3,AID_1479145,5756
6048,6049,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,246.31,,C15H18O3,AID_1479145,3965
6049,6050,C1C[C@@H](OC1)N2C=C(C(=O)NC2=O)F,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,200.17,,C8H9FN2O3,AID_1479145,288216
6050,6051,CC(=O)N[C@@H](CCC(=O)N)C(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,188.18,,C7H12N2O4,AID_1479145,182230
6051,6052,CCCCOC1=CC=C(C=C1)CC(=O)NO,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,223.27,,C12H17NO3,AID_1479145,2466
6052,6053,C1[C@@H]([C@H]([C@@H](C([C@@H]1N)O)O[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N.OS(=O)(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,552.56,,C17H36N4O14S,AID_1479145,20056828
6053,6054,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,294.18,,C12H17Cl2NO3,AID_1479145,19379
6054,6055,C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,838.0,,C20H8Br4Na2O10S2,AID_1479145,6282
6055,6056,CCC(=O)C1=C(C=C(C=C1O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,182.18,,C9H10O4,AID_1479145,3362
6056,6057,CC(=C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,213.23,,C10H15NO4,AID_1479145,10255
6057,6058,CC1=CC(=O)OC2=C1C=CC(=C2)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,176.17,,C10H8O3,AID_1479145,5280567
6058,6059,CC[C@@H]([C@@H](C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,290.36,,C16H22N2O3,AID_1479145,688561
6059,6060,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,230.31,,C14H18N2O,AID_1479145,3778
6060,6061,C[N+]1(CC(CC(=C(C2=CC=CS2)C3=CC=CS3)C1)OC)C.[Br-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,400.41,,C17H22BrNOS2,AID_1479145,160243
6061,6062,C[N+]1(CCCCC1)CC2COC(O2)(C3CCCCC3)C4=CC=CC=C4.[I-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,471.42,,C22H34INO2,AID_1479145,168884
6062,6063,CC(C)(C)NCC(COC1=CC=CC=C1OCC2CCCO2)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,323.43,,C18H29NO4,AID_1479145,2465
6063,6064,CC1=NC=C(C(=C1O)CO)CSSCC2=CN=C(C(=C2CO)O)C.Cl.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,441.4,,C16H22Cl2N2O4S2,AID_1479145,82325
6064,6065,CC1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,363.24,,C18H16Cl2N2O2,AID_1479145,4177
6065,6066,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,470.69,,C27H50O6,AID_1479145,10850
6066,6067,CCOC1=C(C=NN(C1=O)C)N2CCOCC2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,239.28,,C11H17N3O3,AID_1479145,3221
6067,6068,CC1=C(C(C(=C(N1)C)C(=O)OCCC2=CC=C(C=C2)N3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5)C6=CC(=CC=C6)[N+](=O)[O-])C(=O)OC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,686.81,,C41H42N4O6,AID_1479145,122073
6068,6069,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,356.23,,C12H15Cl2NO5S,AID_1479145,27200
6069,6070,CC(C)C(CC(C)N(C)C)(C#N)C1=CC=CC=C1,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,244.38,,C16H24N2,AID_1479145,6481
6070,6071,C/C(=C(\C1=C(C=C(C=C1)Cl)Cl)/OCCOC2=CC=C(C=C2)Cl)/N3C=CN=C3,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,423.73,,C20H17Cl3N2O2,AID_1479145,3033988
6071,6072,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C\2/CCOC(=O)S2)/C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,308.36,,C13H16N4O3S,AID_1479145,10357917
6072,6073,CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCN(CC4)CC5=C(OC(=O)O5)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,461.47,,C21H20FN3O6S,AID_1479145,65947
6073,6074,CCOC(=O)OC1=C(C=C(C=C1)CCNC(=O)[C@H](CCSC)NC(=O)C)OC(=O)OCC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,470.54,,C21H30N2O8S,AID_1479145,71137
6074,6075,CS(=O)(=O)O.C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,443.48,,C20H21N5O5S,AID_1479145,9868041
6075,6076,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,281.23,,C14H10F3NO2,AID_1479145,3371
6076,6077,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,350.46,,C22H26N2O2,AID_1479145,443955
6077,6078,CCOC(=O)C1=C(SC2=C1CCN(C2)CC3=CC=CC=C3)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,316.43,,C17H20N2O2S,AID_1479145,5480
6078,6079,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=C(C=C2)C4CCC3C4,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,323.46,,C20H21NOS,AID_1479145,5506
6079,6080,C1CSSC1CCCCC(=O)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,205.35,,C8H15NOS2,AID_1479145,863
6080,6081,CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,242.24,,C9H14N4O4,AID_1479145,5353788
6081,6082,C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,312.45,,C21H28O2,AID_1479145,444008
6082,6083,CCC(=O)O[C@@H]1C[C@H]2[C@@H]3CCC4=C([C@H]3CC[C@@]2([C@H]1OC(=O)CC)C)C=CC(=C4)OC(=O)CC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,456.58,,C27H36O6,AID_1479145,102232
6083,6084,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,364.9,,C15H25ClN2O4S,AID_1479145,5702214
6084,6085,CCOCC(COC1=CC=C(C=C1)NC(=O)CC[S+](C)C)O.CC1=CC=C(C=C1)S(=O)(=O)[O-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,499.65,,C23H33NO7S2,AID_1479145,71773
6085,6086,CCCSS/C(=C(\C)/N(CC1=CN=C(N=C1N)C)C=O)/CCO,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,356.52,,C15H24N4O2S2,AID_1479145,5355019
6086,6087,CCOC1=CC=C(C=C1)NC(=O)CC(C)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,223.27,,C12H17NO3,AID_1479145,14130
6087,6088,C1C(S/C(=C(/C#N)\N2C=CN=C2)/S1)C3=CC=CC=C3Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,319.84,,C14H10ClN3S2,AID_1479145,9927058
6088,6089,CC(=O)N(CC(=O)N(C)C)C1=CC=CC=C1,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,220.27,,C12H16N2O2,AID_1479145,19536
6089,6090,C1=CC(=C(C=C1[C@@H]([C@@H](C(=O)O)N)O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,213.19,,C9H11NO5,AID_1479145,6999030
6090,6091,C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[N+](=O)([O-])[O-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,366.41,,C18H26N2O6,AID_1479145,657381
6091,6092,CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC2=CC=CC=N2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,297.4,,C19H23NO2,AID_1479145,3673
6092,6093,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,360.37,,C18H20N2O6,AID_1479145,4507
6093,6094,CC1=C(C=C(C(=O)N1)C#N)C2=CN3C=CN=C3C=C2.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,286.72,,C14H11ClN4O,AID_1479145,115227
6094,6095,CCC(=C(C1=CC=CC=C1)C2=CC=CC=C2)CN.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,273.81,,C17H20ClN,AID_1479145,121035
6095,6096,C1=NC(=S)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,284.3,,C10H12N4O4S,AID_1479145,676166
6096,6097,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCCC4)CCC5=CC(=O)CC[C@H]35,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,412.61,,C27H40O3,AID_1479145,101905
6097,6098,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,286.42,,C19H26O2,AID_1479145,6128
6098,6099,CC(=CCC/C(=C/CC/C(=C/CCC(=O)OC/C=C(\C)/CCC=C(C)C)/C)/C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,400.65,,C27H44O2,AID_1479145,5282182
6099,6100,CCC(=O)O[C@H]1CCC2C3CCC4([C@H](CCC4C3CCC2=C1)OC(=O)CC)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,388.55,,C24H36O4,AID_1479145,16141
6100,6101,CC1(OC[C@H](O1)COC(=O)CCC2=CC=C(C=C2)OC[C@H](CNCCNC(=O)N3CCOCC3)O)C.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,546.06,,C25H40ClN3O8,AID_1479145,164457
6101,6102,CNC1CCCN(C1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,389.43,,C20H24FN3O4,AID_1479145,65958
6102,6103,C1=CC=C(C=C1)C2=C(C(=O)NC(=N2)N)Br,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,266.1,,C10H8BrN3O,AID_1479145,135413497
6103,6104,C1=CC(=CC=C1O)S(=O)(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,174.18,,C6H6O4S,AID_1479145,4765
6104,6105,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,344.31,,C12H24O11,AID_1479145,157355
6105,6106,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4=CC=CO4)CCC5=CC(=O)CC[C@H]35,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,396.53,,C25H32O4,AID_1479145,111318
6106,6107,C[C@@]1(C2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,527.57,,C27H33N3O8,AID_1479145,54680694
6107,6108,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)C(F)(F)F)O.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,347.21,,C13H19Cl2F3N2O,AID_1479145,6917754
6108,6109,CCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,325.8,,C9H12ClN3O4S2,AID_1479145,15763
6109,6110,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,455.43,,C26H28Cl2N2O,AID_1479145,33611
6110,6111,CCN1CCCC(C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,359.9,,C21H26ClNO2,AID_1479145,8520
6111,6112,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,290.27,,C15H14O6,AID_1479145,72276
6112,6113,CCN(CC)CCNC(C1=CC=CC=C1)C(=O)OCCC(C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,320.48,,C19H32N2O2,AID_1479145,5902
6113,6114,C[C@@H]1C2=C(CN1)C=C(C=C2)C3=C(C4=C(C=C3)C(=O)C(=CN4C5CC5)C(=O)O)OC(F)F.CS(=O)(=O)O.O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,540.54,,C24H26F2N2O8S,AID_1479145,157690
6114,6115,COCCOC1=CC(=CC=C1)S(=O)(=O)[N-]C2=NC=CC=N2.[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,331.33,,C13H14N3NaO4S,AID_1479145,23691021
